Dia,Ciudad,Ene,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
21,Almeria,10.05,11.066666666666666,12.2,13.383333333333333,14.3,14.683333333333334,14.3,13.35,12.183333333333334,11.033333333333333,10.033333333333333,9.633333333333333
22,Almeria,10.083333333333334,11.1,12.233333333333333,13.416666666666666,14.333333333333334,14.7,14.266666666666667,13.316666666666666,12.133333333333333,11.0,10.0,9.633333333333333
23,Almeria,10.1,11.15,12.283333333333333,13.45,14.35,14.683333333333334,14.25,13.266666666666667,12.1,10.966666666666667,9.983333333333333,9.633333333333333
24,Almeria,10.133333333333333,11.183333333333334,12.316666666666666,13.483333333333333,14.366666666666667,14.683333333333334,14.233333333333333,13.233333333333333,12.05,10.916666666666666,9.95,9.65
25,Almeria,10.166666666666666,11.216666666666667,12.333333333333334,13.533333333333333,14.4,14.683333333333334,14.2,13.216666666666667,12.033333333333333,10.883333333333333,9.933333333333334,9.633333333333333
26,Almeria,10.183333333333334,11.266666666666667,12.383333333333333,13.55,14.416666666666666,14.666666666666666,14.166666666666666,13.166666666666666,11.983333333333333,10.85,9.916666666666666,9.65
27,Almeria,10.216666666666667,11.3,12.416666666666666,13.583333333333334,14.433333333333334,14.666666666666666,14.15,13.133333333333333,11.95,10.816666666666666,9.883333333333333,9.65
28,Almeria,10.233333333333333,11.333333333333334,12.466666666666667,13.616666666666667,14.45,14.666666666666666,14.133333333333333,13.083333333333334,11.9,10.783333333333333,9.866666666666667,9.65
29,Almeria,10.266666666666667,11.383333333333333,12.5,13.65,14.483333333333333,14.65,14.1,13.05,11.866666666666667,10.75,9.866666666666667,9.666666666666666
30,Almeria,10.3,0.0,12.55,13.683333333333334,14.483333333333333,14.65,14.066666666666666,13.033333333333333,11.816666666666666,10.7,9.85,9.683333333333334
31,Almeria,10.333333333333334,0.0,12.583333333333334,0.0,14.516666666666667,0.0,14.033333333333333,12.983333333333333,0.0,10.666666666666666,0.0,9.683333333333334
1,Cadiz,9.716666666666667,10.383333333333333,11.416666666666666,12.616666666666667,13.716666666666667,14.5,14.6,13.983333333333333,12.933333333333334,11.783333333333333,10.65,9.85
2,Cadiz,9.733333333333333,10.416666666666666,11.45,12.65,13.733333333333333,14.516666666666667,14.6,13.966666666666667,12.9,11.766666666666667,10.616666666666667,9.816666666666666
3,Cadiz,9.75,10.45,11.5,12.683333333333334,13.766666666666667,14.516666666666667,14.583333333333334,13.933333333333334,12.866666666666667,11.716666666666667,10.583333333333334,9.8
4,Cadiz,9.75,10.483333333333333,11.533333333333333,12.733333333333333,13.8,14.55,14.583333333333334,13.9,12.816666666666666,11.683333333333334,10.55,9.783333333333333
5,Cadiz,9.75,10.516666666666667,11.566666666666666,12.766666666666667,13.833333333333334,14.566666666666666,14.566666666666666,13.866666666666667,12.783333333333333,11.633333333333333,10.516666666666667,9.783333333333333
6,Cadiz,9.766666666666667,10.55,11.616666666666667,12.816666666666666,13.866666666666667,14.566666666666666,14.566666666666666,13.833333333333334,12.733333333333333,11.6,10.483333333333333,9.766666666666667
7,Cadiz,9.783333333333333,10.583333333333334,11.65,12.85,13.9,14.583333333333334,14.533333333333333,13.8,12.716666666666667,11.55,10.45,9.75
8,Cadiz,9.8,10.616666666666667,11.683333333333334,12.883333333333333,13.933333333333334,14.583333333333334,14.533333333333333,13.783333333333333,12.666666666666666,11.516666666666667,10.416666666666666,9.733333333333333
9,Cadiz,9.833333333333334,10.65,11.716666666666667,12.933333333333334,13.966666666666667,14.616666666666667,14.516666666666667,13.733333333333333,12.633333333333333,11.5,10.4,9.733333333333333
10,Cadiz,9.85,10.683333333333334,11.75,12.95,13.983333333333333,14.616666666666667,14.483333333333333,13.7,12.583333333333334,11.45,10.366666666666667,9.733333333333333
11,Cadiz,9.866666666666667,10.716666666666667,11.8,13.0,14.016666666666667,14.633333333333333,14.483333333333333,13.666666666666666,12.55,11.416666666666666,10.333333333333334,9.716666666666667
12,Cadiz,9.883333333333333,10.75,11.833333333333334,13.033333333333333,14.05,14.633333333333333,14.466666666666667,13.633333333333333,12.516666666666667,11.366666666666667,10.3,9.7
13,Cadiz,9.9,10.783333333333333,11.883333333333333,13.066666666666666,14.066666666666666,14.633333333333333,14.433333333333334,13.616666666666667,12.483333333333333,11.333333333333334,10.283333333333333,9.683333333333334
14,Cadiz,9.916666666666666,10.816666666666666,11.916666666666666,13.116666666666667,14.1,14.65,14.433333333333334,13.583333333333334,12.433333333333334,11.3,10.25,9.7
15,Cadiz,9.95,10.85,11.966666666666667,13.15,14.133333333333333,14.65,14.4,13.533333333333333,12.4,11.25,10.216666666666667,9.683333333333334
16,Cadiz,9.966666666666667,10.883333333333333,12.0,13.183333333333334,14.15,14.666666666666666,14.383333333333333,13.5,12.35,11.216666666666667,10.2,9.666666666666666
17,Cadiz,9.983333333333333,10.933333333333334,12.033333333333333,13.216666666666667,14.183333333333334,14.65,14.366666666666667,13.466666666666667,12.333333333333334,11.183333333333334,10.166666666666666,9.683333333333334
18,Cadiz,10.016666666666667,10.966666666666667,12.083333333333334,13.25,14.2,14.65,14.35,13.45,12.283333333333333,11.15,10.133333333333333,9.666666666666666
19,Cadiz,10.033333333333333,11.0,12.1,13.283333333333333,14.233333333333333,14.65,14.316666666666666,13.4,12.25,11.116666666666667,10.116666666666667,9.666666666666666
20,Cadiz,10.05,11.033333333333333,12.15,13.333333333333334,14.266666666666667,14.666666666666666,14.3,13.366666666666667,12.2,11.083333333333334,10.083333333333334,9.666666666666666
21,Cadiz,10.083333333333334,11.066666666666666,12.183333333333334,13.366666666666667,14.266666666666667,14.666666666666666,14.283333333333333,13.333333333333334,12.183333333333334,11.05,10.066666666666666,9.666666666666666
22,Cadiz,10.1,11.1,12.233333333333333,13.4,14.3,14.65,14.25,13.283333333333333,12.133333333333333,11.0,10.033333333333333,9.666666666666666
23,Cadiz,10.133333333333333,11.15,12.266666666666667,13.433333333333334,14.333333333333334,14.65,14.216666666666667,13.266666666666667,12.1,10.966666666666667,10.016666666666667,9.666666666666666
24,Cadiz,10.15,11.183333333333334,12.316666666666666,13.483333333333333,14.35,14.65,14.216666666666667,13.233333333333333,12.05,10.933333333333334,9.983333333333333,9.666666666666666
25,Cadiz,10.183333333333334,11.216666666666667,12.35,13.5,14.366666666666667,14.65,14.183333333333334,13.183333333333334,12.016666666666667,10.9,9.966666666666667,9.683333333333334
26,Cadiz,10.216666666666667,11.266666666666667,12.383333333333333,13.533333333333333,14.383333333333333,14.633333333333333,14.15,13.15,11.966666666666667,10.866666666666667,9.95,9.666666666666666
27,Cadiz,10.233333333333333,11.3,12.416666666666666,13.566666666666666,14.416666666666666,14.633333333333333,14.116666666666667,13.116666666666667,11.95,10.816666666666666,9.916666666666666,9.683333333333334
28,Cadiz,10.266666666666667,11.333333333333334,12.466666666666667,13.6,14.433333333333334,14.633333333333333,14.1,13.083333333333334,11.9,10.783333333333333,9.9,9.7
29,Cadiz,10.3,11.366666666666667,12.5,13.633333333333333,14.45,14.616666666666667,14.066666666666666,13.05,11.866666666666667,10.75,9.883333333333333,9.683333333333334
30,Cadiz,10.316666666666666,0.0,12.533333333333333,13.683333333333334,14.466666666666667,14.616666666666667,14.05,13.016666666666667,11.833333333333334,10.716666666666667,9.866666666666667,9.7
31,Cadiz,10.35,0.0,12.583333333333334,0.0,14.483333333333333,0.0,14.016666666666667,12.966666666666667,0.0,10.683333333333334,0.0,9.716666666666667
1,Cordoba,9.583333333333334,10.3,11.383333333333333,12.633333333333333,13.783333333333333,14.633333333333333,14.733333333333333,14.083333333333334,12.983333333333333,11.783333333333333,10.583333333333334,9.733333333333333
2,Cordoba,9.6,10.333333333333334,11.416666666666666,12.683333333333334,13.816666666666666,14.65,14.733333333333333,14.05,12.933333333333334,11.733333333333333,10.55,9.716666666666667
3,Cordoba,9.616666666666667,10.366666666666667,11.466666666666667,12.716666666666667,13.85,14.65,14.716666666666667,14.033333333333333,12.9,11.7,10.516666666666667,9.7
4,Cordoba,9.633333333333333,10.4,11.5,12.766666666666667,13.9,14.683333333333334,14.716666666666667,14.0,12.85,11.65,10.483333333333333,9.683333333333334
5,Cordoba,9.65,10.433333333333334,11.533333333333333,12.8,13.933333333333334,14.683333333333334,14.7,13.95,12.816666666666666,11.616666666666667,10.45,9.666666666666666
6,Cordoba,9.65,10.466666666666667,11.583333333333334,12.85,13.966666666666667,14.7,14.683333333333334,13.916666666666666,12.766666666666667,11.566666666666666,10.416666666666666,9.65
7,Cordoba,9.666666666666666,10.516666666666667,11.616666666666667,12.883333333333333,14.0,14.716666666666667,14.666666666666666,13.883333333333333,12.75,11.55,10.383333333333333,9.633333333333333
8,Cordoba,9.683333333333334,10.55,11.666666666666666,12.933333333333334,14.033333333333333,14.716666666666667,14.65,13.85,12.7,11.5,10.35,9.616666666666667
9,Cordoba,9.7,10.583333333333334,11.7,12.966666666666667,14.05,14.733333333333333,14.633333333333333,13.816666666666666,12.666666666666666,11.466666666666667,10.3,9.616666666666667
10,Cordoba,9.716666666666667,10.616666666666667,11.75,13.016666666666667,14.083333333333334,14.75,14.616666666666667,13.8,12.616666666666667,11.416666666666666,10.266666666666667,9.6
11,Cordoba,9.733333333333333,10.65,11.783333333333333,13.05,14.116666666666667,14.766666666666667,14.616666666666667,13.766666666666667,12.583333333333334,11.383333333333333,10.233333333333333,9.583333333333334
12,Cordoba,9.75,10.683333333333334,11.833333333333334,13.083333333333334,14.15,14.766666666666667,14.583333333333334,13.716666666666667,12.533333333333333,11.333333333333334,10.216666666666667,9.566666666666666
13,Cordoba,9.783333333333333,10.716666666666667,11.866666666666667,13.116666666666667,14.183333333333334,14.766666666666667,14.566666666666666,13.683333333333334,12.5,11.3,10.183333333333334,9.583333333333334
14,Cordoba,9.8,10.75,11.916666666666666,13.15,14.2,14.783333333333333,14.533333333333333,13.65,12.466666666666667,11.25,10.15,9.566666666666666
15,Cordoba,9.816666666666666,10.783333333333333,11.95,13.2,14.233333333333333,14.783333333333333,14.533333333333333,13.616666666666667,12.416666666666666,11.216666666666667,10.116666666666667,9.55
16,Cordoba,9.85,10.833333333333334,12.0,13.233333333333333,14.266666666666667,14.8,14.5,13.566666666666666,12.383333333333333,11.183333333333334,10.1,9.55
17,Cordoba,9.866666666666667,10.866666666666667,12.033333333333333,13.266666666666667,14.283333333333333,14.783333333333333,14.483333333333333,13.533333333333333,12.333333333333334,11.133333333333333,10.066666666666666,9.55
18,Cordoba,9.883333333333333,10.916666666666666,12.066666666666666,13.316666666666666,14.316666666666666,14.783333333333333,14.466666666666667,13.516666666666667,12.3,11.1,10.033333333333333,9.533333333333333
19,Cordoba,9.916666666666666,10.95,12.1,13.35,14.333333333333334,14.783333333333333,14.433333333333334,13.466666666666667,12.25,11.066666666666666,10.016666666666667,9.55
20,Cordoba,9.933333333333334,10.983333333333333,12.15,13.383333333333333,14.366666666666667,14.8,14.416666666666666,13.433333333333334,12.233333333333333,11.016666666666667,9.983333333333333,9.533333333333333
21,Cordoba,9.983333333333333,11.033333333333333,12.183333333333334,13.433333333333334,14.4,14.8,14.383333333333333,13.4,12.183333333333334,10.983333333333333,9.966666666666667,9.55
22,Cordoba,10.0,11.066666666666666,12.233333333333333,13.466666666666667,14.416666666666666,14.8,14.366666666666667,13.35,12.133333333333333,10.95,9.933333333333334,9.533333333333333
23,Cordoba,10.033333333333333,11.1,12.266666666666667,13.5,14.433333333333334,14.783333333333333,14.35,13.316666666666666,12.1,10.9,9.916666666666666,9.55
24,Cordoba,10.05,11.15,12.316666666666666,13.55,14.466666666666667,14.783333333333333,14.316666666666666,13.283333333333333,12.05,10.866666666666667,9.883333333333333,9.533333333333333
25,Cordoba,10.083333333333334,11.183333333333334,12.366666666666667,13.583333333333334,14.483333333333333,14.783333333333333,14.283333333333333,13.25,12.016666666666667,10.833333333333334,9.866666666666667,9.55
26,Cordoba,10.116666666666667,11.216666666666667,12.4,13.6,14.516666666666667,14.766666666666667,14.25,13.216666666666667,11.966666666666667,10.8,9.833333333333334,9.55
27,Cordoba,10.133333333333333,11.266666666666667,12.45,13.633333333333333,14.516666666666667,14.766666666666667,14.216666666666667,13.166666666666666,11.95,10.766666666666667,9.816666666666666,9.55
28,Cordoba,10.166666666666666,11.3,12.483333333333333,13.683333333333334,14.55,14.766666666666667,14.2,13.133333333333333,11.9,10.716666666666667,9.8,9.566666666666666
29,Cordoba,10.2,11.333333333333334,12.533333333333333,13.716666666666667,14.566666666666666,14.75,14.166666666666666,13.083333333333334,11.866666666666667,10.683333333333334,9.783333333333333,9.583333333333334
30,Cordoba,10.25,0.0,12.566666666666666,13.75,14.6,14.75,14.15,13.05,11.816666666666666,10.65,9.75,9.566666666666666
31,Cordoba,10.266666666666667,0.0,12.616666666666667,0.0,14.6,0.0,14.116666666666667,13.0,0.0,10.616666666666667,0.0,9.583333333333334
1,Granada,9.65,10.333333333333334,11.4,12.616666666666667,13.75,14.55,14.666666666666666,14.016666666666667,12.966666666666667,11.783333333333333,10.616666666666667,9.783333333333333
2,Granada,9.666666666666666,10.383333333333333,11.433333333333334,12.666666666666666,13.783333333333333,14.583333333333334,14.65,14.0,12.916666666666666,11.75,10.583333333333334,9.766666666666667
3,Granada,9.683333333333334,10.416666666666666,11.483333333333333,12.7,13.816666666666666,14.6,14.65,13.966666666666667,12.883333333333333,11.7,10.55,9.75
4,Granada,9.7,10.45,11.516666666666667,12.75,13.85,14.6,14.633333333333333,13.933333333333334,12.833333333333334,11.666666666666666,10.516666666666667,9.75
5,Granada,9.7,10.483333333333333,11.566666666666666,12.783333333333333,13.883333333333333,14.616666666666667,14.633333333333333,13.9,12.8,11.616666666666667,10.483333333333333,9.733333333333333
6,Granada,9.716666666666667,10.516666666666667,11.6,12.833333333333334,13.916666666666666,14.633333333333333,14.616666666666667,13.866666666666667,12.766666666666667,11.6,10.45,9.716666666666667
7,Granada,9.733333333333333,10.55,11.633333333333333,12.866666666666667,13.933333333333334,14.65,14.6,13.833333333333334,12.733333333333333,11.55,10.416666666666666,9.7
8,Granada,9.733333333333333,10.583333333333334,11.683333333333334,12.9,13.966666666666667,14.65,14.583333333333334,13.816666666666666,12.683333333333334,11.516666666666667,10.4,9.683333333333334
9,Granada,9.766666666666667,10.616666666666667,11.7,12.933333333333334,14.0,14.666666666666666,14.583333333333334,13.783333333333333,12.65,11.466666666666667,10.366666666666667,9.666666666666666
10,Granada,9.783333333333333,10.65,11.75,12.983333333333333,14.033333333333333,14.666666666666666,14.55,13.75,12.6,11.433333333333334,10.333333333333334,9.666666666666666
11,Granada,9.8,10.683333333333334,11.783333333333333,13.016666666666667,14.066666666666666,14.683333333333334,14.533333333333333,13.716666666666667,12.583333333333334,11.4,10.283333333333333,9.65
12,Granada,9.816666666666666,10.716666666666667,11.833333333333334,13.05,14.1,14.683333333333334,14.533333333333333,13.666666666666666,12.533333333333333,11.35,10.25,9.65
13,Granada,9.833333333333334,10.75,11.866666666666667,13.1,14.133333333333333,14.7,14.5,13.633333333333333,12.5,11.316666666666666,10.216666666666667,9.633333333333333
14,Granada,9.85,10.8,11.916666666666666,13.133333333333333,14.166666666666666,14.7,14.483333333333333,13.616666666666667,12.45,11.266666666666667,10.2,9.633333333333333
15,Granada,9.883333333333333,10.833333333333334,11.95,13.183333333333334,14.166666666666666,14.7,14.466666666666667,13.583333333333334,12.4,11.233333333333333,10.166666666666666,9.616666666666667
16,Granada,9.9,10.866666666666667,12.0,13.216666666666667,14.2,14.716666666666667,14.45,13.55,12.366666666666667,11.216666666666667,10.133333333333333,9.616666666666667
17,Granada,9.916666666666666,10.9,12.033333333333333,13.25,14.233333333333333,14.716666666666667,14.416666666666666,13.5,12.333333333333334,11.166666666666666,10.116666666666667,9.616666666666667
18,Granada,9.95,10.95,12.083333333333334,13.283333333333333,14.266666666666667,14.716666666666667,14.383333333333333,13.466666666666667,12.3,11.133333333333333,10.083333333333334,9.6
19,Granada,9.966666666666667,10.983333333333333,12.116666666666667,13.316666666666666,14.283333333333333,14.733333333333333,14.383333333333333,13.433333333333334,12.25,11.1,10.066666666666666,9.6
20,Granada,10.0,11.016666666666667,12.166666666666666,13.35,14.3,14.733333333333333,14.35,13.4,12.216666666666667,11.05,10.033333333333333,9.6
21,Granada,10.016666666666667,11.05,12.183333333333334,13.4,14.333333333333334,14.716666666666667,14.333333333333334,13.366666666666667,12.166666666666666,11.016666666666667,10.0,9.6
22,Granada,10.066666666666666,11.083333333333334,12.233333333333333,13.433333333333334,14.35,14.716666666666667,14.3,13.333333333333334,12.15,10.983333333333333,9.983333333333333,9.6
23,Granada,10.083333333333334,11.133333333333333,12.266666666666667,13.466666666666667,14.383333333333333,14.716666666666667,14.283333333333333,13.283333333333333,12.1,10.95,9.966666666666667,9.6
24,Granada,10.116666666666667,11.166666666666666,12.316666666666666,13.5,14.416666666666666,14.716666666666667,14.25,13.25,12.066666666666666,10.9,9.933333333333334,9.6
25,Granada,10.133333333333333,11.2,12.35,13.55,14.416666666666666,14.716666666666667,14.233333333333333,13.216666666666667,12.016666666666667,10.866666666666667,9.916666666666666,9.616666666666667
26,Granada,10.166666666666666,11.25,12.4,13.583333333333334,14.45,14.716666666666667,14.2,13.183333333333334,11.983333333333333,10.833333333333334,9.883333333333333,9.616666666666667
27,Granada,10.2,11.283333333333333,12.433333333333334,13.6,14.466666666666667,14.716666666666667,14.183333333333334,13.15,11.933333333333334,10.8,9.866666666666667,9.616666666666667
28,Granada,10.216666666666667,11.316666666666666,12.483333333333333,13.633333333333333,14.5,14.7,14.15,13.1,11.9,10.766666666666667,9.85,9.633333333333333
29,Granada,10.25,11.366666666666667,12.516666666666667,13.666666666666666,14.5,14.7,14.116666666666667,13.066666666666666,11.866666666666667,10.733333333333333,9.833333333333334,9.633333333333333
30,Granada,10.283333333333333,0.0,12.55,13.716666666666667,14.533333333333333,14.683333333333334,14.083333333333334,13.016666666666667,11.833333333333334,10.683333333333334,9.8,9.65
31,Granada,10.3,0.0,12.583333333333334,0.0,14.55,0.0,14.05,13.0,0.0,10.65,0.0,9.65
1,Huelva,9.65,10.35,11.4,12.633333333333333,13.75,14.566666666666666,14.683333333333334,14.033333333333333,12.95,11.766666666666667,10.616666666666667,9.783333333333333
2,Huelva,9.65,10.383333333333333,11.433333333333334,12.683333333333334,13.8,14.583333333333334,14.666666666666666,14.0,12.933333333333334,11.75,10.583333333333334,9.766666666666667
3,Huelva,9.666666666666666,10.4,11.466666666666667,12.716666666666667,13.816666666666666,14.6,14.666666666666666,13.983333333333333,12.883333333333333,11.7,10.533333333333333,9.75
4,Huelva,9.683333333333334,10.433333333333334,11.516666666666667,12.75,13.85,14.616666666666667,14.65,13.95,12.85,11.666666666666666,10.516666666666667,9.733333333333333
5,Huelva,9.7,10.466666666666667,11.55,12.783333333333333,13.883333333333333,14.616666666666667,14.633333333333333,13.916666666666666,12.8,11.633333333333333,10.483333333333333,9.716666666666667
6,Huelva,9.716666666666667,10.5,11.6,12.816666666666666,13.916666666666666,14.65,14.616666666666667,13.883333333333333,12.766666666666667,11.583333333333334,10.45,9.7
7,Huelva,9.733333333333333,10.533333333333333,11.633333333333333,12.866666666666667,13.95,14.65,14.616666666666667,13.85,12.716666666666667,11.55,10.416666666666666,9.683333333333334
8,Huelva,9.75,10.566666666666666,11.666666666666666,12.9,13.983333333333333,14.666666666666666,14.6,13.816666666666666,12.7,11.5,10.383333333333333,9.666666666666666
9,Huelva,9.766666666666667,10.6,11.716666666666667,12.95,14.016666666666667,14.666666666666666,14.566666666666666,13.783333333333333,12.65,11.466666666666667,10.35,9.666666666666666
10,Huelva,9.766666666666667,10.65,11.75,12.983333333333333,14.05,14.683333333333334,14.566666666666666,13.75,12.616666666666667,11.433333333333334,10.316666666666666,9.65
11,Huelva,9.783333333333333,10.683333333333334,11.8,13.033333333333333,14.083333333333334,14.683333333333334,14.55,13.716666666666667,12.566666666666666,11.4,10.283333333333333,9.65
12,Huelva,9.8,10.716666666666667,11.833333333333334,13.066666666666666,14.1,14.7,14.516666666666667,13.683333333333334,12.516666666666667,11.35,10.25,9.633333333333333
13,Huelva,9.833333333333334,10.75,11.883333333333333,13.083333333333334,14.116666666666667,14.7,14.516666666666667,13.65,12.5,11.316666666666666,10.233333333333333,9.633333333333333
14,Huelva,9.85,10.783333333333333,11.916666666666666,13.133333333333333,14.15,14.716666666666667,14.483333333333333,13.616666666666667,12.45,11.283333333333333,10.2,9.616666666666667
15,Huelva,9.866666666666667,10.833333333333334,11.95,13.166666666666666,14.183333333333334,14.716666666666667,14.466666666666667,13.583333333333334,12.416666666666666,11.233333333333333,10.166666666666666,9.616666666666667
16,Huelva,9.883333333333333,10.866666666666667,11.983333333333333,13.216666666666667,14.216666666666667,14.716666666666667,14.45,13.55,12.366666666666667,11.2,10.15,9.616666666666667
17,Huelva,9.916666666666666,10.9,12.033333333333333,13.25,14.25,14.733333333333333,14.433333333333334,13.516666666666667,12.333333333333334,11.166666666666666,10.116666666666667,9.6
18,Huelva,9.95,10.933333333333334,12.066666666666666,13.283333333333333,14.25,14.733333333333333,14.4,13.466666666666667,12.283333333333333,11.116666666666667,10.083333333333334,9.6
19,Huelva,9.983333333333333,10.966666666666667,12.116666666666667,13.333333333333334,14.283333333333333,14.733333333333333,14.383333333333333,13.433333333333334,12.266666666666667,11.083333333333334,10.066666666666666,9.6
20,Huelva,10.0,11.016666666666667,12.15,13.366666666666667,14.316666666666666,14.716666666666667,14.366666666666667,13.4,12.216666666666667,11.05,10.033333333333333,9.583333333333334
21,Huelva,10.016666666666667,11.05,12.2,13.4,14.35,14.733333333333333,14.333333333333334,13.35,12.183333333333334,11.0,10.0,9.6
22,Huelva,10.05,11.083333333333334,12.233333333333333,13.45,14.366666666666667,14.733333333333333,14.3,13.333333333333334,12.133333333333333,10.966666666666667,9.966666666666667,9.6
23,Huelva,10.083333333333334,11.116666666666667,12.283333333333333,13.466666666666667,14.383333333333333,14.733333333333333,14.3,13.3,12.1,10.933333333333334,9.95,9.6
24,Huelva,10.1,11.166666666666666,12.316666666666666,13.5,14.4,14.716666666666667,14.266666666666667,13.25,12.05,10.9,9.916666666666666,9.6
25,Huelva,10.133333333333333,11.2,12.35,13.533333333333333,14.433333333333334,14.716666666666667,14.233333333333333,13.216666666666667,12.033333333333333,10.85,9.9,9.6
26,Huelva,10.15,11.233333333333333,12.383333333333333,13.583333333333334,14.466666666666667,14.716666666666667,14.2,13.183333333333334,11.983333333333333,10.816666666666666,9.883333333333333,9.616666666666667
27,Huelva,10.183333333333334,11.283333333333333,12.433333333333334,13.616666666666667,14.466666666666667,14.7,14.183333333333334,13.133333333333333,11.933333333333334,10.783333333333333,9.85,9.616666666666667
28,Huelva,10.216666666666667,11.316666666666666,12.466666666666667,13.65,14.5,14.7,14.166666666666666,13.116666666666667,11.9,10.75,9.833333333333334,9.616666666666667
29,Huelva,10.233333333333333,11.35,12.516666666666667,13.683333333333334,14.516666666666667,14.7,14.133333333333333,13.066666666666666,11.85,10.716666666666667,9.833333333333334,9.633333333333333
30,Huelva,10.266666666666667,0.0,12.55,13.716666666666667,14.533333333333333,14.683333333333334,14.1,13.033333333333333,11.816666666666666,10.683333333333334,9.816666666666666,9.65
31,Huelva,10.316666666666666,0.0,12.6,0.0,14.55,0.0,14.066666666666666,12.983333333333333,0.0,10.65,0.0,9.633333333333333
1,Jaen,9.616666666666667,10.3,11.383333333333333,12.633333333333333,13.783333333333333,14.616666666666667,14.733333333333333,14.066666666666666,12.966666666666667,11.783333333333333,10.583333333333334,9.733333333333333
2,Jaen,9.6,10.333333333333334,11.416666666666666,12.683333333333334,13.816666666666666,14.633333333333333,14.716666666666667,14.033333333333333,12.933333333333334,11.733333333333333,10.55,9.716666666666667
3,Jaen,9.616666666666667,10.366666666666667,11.466666666666667,12.716666666666667,13.85,14.65,14.716666666666667,14.0,12.9,11.7,10.516666666666667,9.7
4,Jaen,9.633333333333333,10.4,11.5,12.766666666666667,13.883333333333333,14.666666666666666,14.7,13.966666666666667,12.85,11.65,10.483333333333333,9.683333333333334
